Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,SalePrice_log,ExterQual_enc,BsmtQual_enc,KitchenQual_enc,OverallQual,GrLivArea_scaled,TotalBsmtSF_scaled,GarageCars_scaled,1stFlrSF_scaled
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.173186268412274,4,4,4,6,-0.9818079948341735,-0.10751119170694354,0.3070397640943406,-0.39659378722730027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.954242509439325,4,5,4,4,-0.40469224178638713,-2.3839232490357523,0.3070397640943406,0.34774427667683305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.201397124320452,4,4,2,5,-0.7644013755353498,0.14189650381712912,0.3070397640943406,-0.11619246178396236
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.143014800254095,4,4,4,5,-0.31970601787866515,-0.05082762454238158,-1.005184352144869,0.4573557038955924
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.512284063281854,2,0,2,8,1.7298454749656993,0.24165958202675816,1.61926388033355,-0.004031931606627215
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.144262773761991,4,4,2,7,-0.7762599184061948,-0.9396259576827132,-1.005184352144869,-0.13148707953541716
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.361727836017593,2,2,2,8,0.5815432403055492,1.6451447050213124,0.3070397640943406,1.6197466530061566
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.113609151073028,4,2,4,5,-0.8711282613729542,-0.02588685498997431,0.3070397640943406,-0.2538440215470555
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.187520720836463,4,4,2,5,-0.8711282613729542,0.019459998741675262,-1.005184352144869,-0.2538440215470555
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.408748606184244,2,2,2,8,0.19614059700308908,1.1667353981524096,1.61926388033355,1.122671576083876
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.129689892199301,4,4,2,5,-1.187356071262152,-0.34331483111152133,0.3070397640943406,-0.6617004949191834
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.48572142648158,2,0,2,8,0.4016886734310678,1.4796286889007915,1.61926388033355,1.387778283775759
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.317018101048111,4,4,4,5,0.19614059700308908,0.9808132978526463,-1.005184352144869,1.122671576083876
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.835690571492425,4,4,1,4,-1.9383971197489973,-1.2049050520128632,-1.005184352144869,-1.630359619177987
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6020599913279625,4,4,4,4,-0.36318734173842987,-0.9124178454437235,-1.005184352144869,-1.3015253375217088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.174205226940147,4,4,2,5,-0.5390890609892962,0.40037357008753166,-1.005184352144869,0.1744052754936787
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.255031163345551,2,0,2,8,-0.5272305181184513,0.41397762620702655,0.3070397640943406,0.1896998932451335
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.218797998111738,4,4,2,5,0.39378297818383784,0.7858218268065531,0.3070397640943406,1.3775818719414559
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.443262987458695,0,0,0,9,0.11906006834259707,1.155398684719497,0.3070397640943406,1.0232565606994197
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.489958479424835,2,0,2,8,1.8800536846630684,0.14869853187687654,1.61926388033355,-0.07030860852959799
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.161368002234975,4,2,4,5,-0.7980005803360771,0.10335167814522697,0.3070397640943406,-0.15952721207975096
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.184691430817598,4,4,4,5,-0.4027158179745796,0.5568202154617227,0.3070397640943406,0.35029337963540885
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.037426497940624,4,4,2,5,-0.8770575328083766,0.012657970681927826,-1.005184352144869,-0.2614913304227829
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.913813852383717,4,5,1,4,-0.6892972706866654,-2.3839232490357523,-2.317408468384078,-0.01932654935808201
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.204119982655925,4,4,4,6,-0.3493523750557775,0.08294559396598467,0.3070397640943406,0.4191191595169554
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.230448921378274,4,4,4,5,-0.34144667980854754,0.6769893778505941,-1.005184352144869,0.4293155713512586
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.158362492095249,4,2,2,5,-1.2189788522510718,-0.47935539230647006,0.3070397640943406,-0.7024861422563962
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.114777731971562,4,2,4,5,-1.1122519664134676,-0.2571558090213871,-1.005184352144869,-0.564834582493303
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.14921911265538,4,4,4,5,-0.6932501183102803,0.22352084053409835,-1.005184352144869,-0.024424755275233606
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.505014240084107,0,0,0,9,0.4965570163978272,1.5884611378567506,0.3070397640943406,1.5101352257873975
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3796426677411535,2,0,2,7,1.2811972696853997,0.8674461635235223,0.3070397640943406,0.9136451334806605
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.397418542351348,2,2,2,8,0.30682033046430834,1.3707962399448326,1.61926388033355,1.2654213417641207
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.05307844348342,4,4,4,4,-0.09637012714441907,-0.7151590317110479,-2.317408468384078,-1.0797533801256143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.103803720955957,4,4,4,5,-1.0786527616127404,-0.218610983349485,-1.005184352144869,-0.5214998321975144
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.247973266361806,4,2,4,6,-0.060794498531884296,-0.583653155889264,0.3070397640943406,-0.931905408528218
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.058805486675907,4,4,4,6,-0.6418630992032857,-0.5337716167844495,0.3070397640943406,-0.8758251434395504
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.041392685158225,1,2,4,5,-1.353375671453981,-0.5337716167844495,0.3070397640943406,-0.8758251434395504
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.585460729508501,2,0,2,9,0.674435159460501,1.7925219796491736,1.61926388033355,1.7395544920592192
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.113943352306837,4,4,4,5,-0.2782011178307079,-1.5132636573880804,0.3070397640943406,0.5108868660256841
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.2564772062416765,4,4,4,6,-0.14973357006322124,0.8470400793442799,0.3070397640943406,0.6765785583331111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.236789099409293,2,2,2,8,0.4708635068443298,-0.1846008430507478,0.3070397640943406,-0.450124949357392
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.293362554711446,2,2,2,7,0.4333114544199876,-0.43400853857482047,0.3070397640943406,-0.7636646132622154
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.642246823807891,0,0,2,10,2.8544306238841597,0.8130299390455428,1.61926388033355,0.6791276612916869
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.096562438374136,4,4,4,5,-1.4245269286790507,-0.6153959535014187,-1.005184352144869,-0.9675928499482792
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.198657086954422,4,2,2,6,-0.6774387278158204,0.24165958202675816,0.3070397640943406,-0.004031931606627215
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.004321373782642,4,4,1,5,-0.7703306469707722,-1.1822316251470384,-1.005184352144869,-1.4748643387048632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.306425027550687,2,2,2,8,-0.258436879712633,0.7223362315822437,0.3070397640943406,0.5363778956114421
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.146128035678238,4,4,4,7,0.4135472163019127,-1.0779338615642444,0.3070397640943406,-0.6566022890020318
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3414345245781405,4,2,2,7,1.0539085313275387,0.012657970681927826,0.3070397640943406,-0.2614913304227829
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.501059262217751,2,0,2,8,1.9215585847110257,0.207649441728021,1.61926388033355,-0.042268475985264196
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.2552725051033065,4,2,4,7,1.395829850770234,2.030592961740334,0.3070397640943406,2.669977071939386
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.354108439147401,2,2,2,7,-0.04300668422561691,0.9105256745685893,0.3070397640943406,0.8142301180962043
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.903089986991944,4,4,4,4,-1.4897489144686977,-0.6902182621586406,-1.005184352144869,-1.0517132475812805
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.352182518111363,2,4,4,7,1.553943755714833,0.5726916142678,0.3070397640943406,0.36813710034543945
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.38738982633873,4,2,4,7,1.4274526317591538,2.656379543237098,0.3070397640943406,2.7107627192765986
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.112269768417271,4,4,4,4,-1.296059380911564,-0.46801867887355764,0.3070397640943406,-0.8019011576408522
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.267171728403014,4,2,4,7,0.4293586067963726,-0.4974941337991299,0.3070397640943406,-0.6999370392978204
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.161068385471174,4,4,4,5,-0.8197412422659595,0.07841090859281971,0.3070397640943406,-0.18756734462408473
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.031004281363537,2,1,4,3,0.20602271606212652,-0.47935539230647006,-1.005184352144869,-0.8146466724337312
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.959041392321094,4,2,4,4,-1.0134307758230932,-1.336410927834647,-1.005184352144869,-1.6150650014265322
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.132739838260885,4,4,4,4,-1.0845820330481628,-0.22541301140923245,-1.005184352144869,-0.5291471410732418
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.103803720955957,4,4,4,5,-0.42643290371626946,-0.8602689636523265,-1.005184352144869,-0.22325478604414592
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.135132651376775,4,4,4,4,0.5281797973867469,1.6247386208420702,-2.317408468384078,1.55092087312461
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.041392685158225,4,4,4,5,-0.5351362133656813,-1.3862924669394616,0.3070397640943406,-1.2174049398887075
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.28668096935493,4,2,2,6,1.2673623030027472,-0.35238420185785124,-1.005184352144869,0.05714653939919196
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.186108379813206,4,0,4,6,-0.3236588655022801,0.420779654266774,0.3070397640943406,0.4522574979784408
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.389166084364533,4,2,2,8,0.12301291596621204,1.159933370092662,1.61926388033355,1.0283547666165713
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.102090525511836,4,4,4,5,-0.8612461423139167,0.030796712174587657,0.3070397640943406,-0.24109850675417652
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.226599905207357,4,2,4,7,-0.05288880328465435,-1.5132636573880804,0.3070397640943406,-0.90641437894246
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.414973347970818,2,2,2,8,1.8108788512498064,0.5364141312824804,0.3070397640943406,0.36048979146971205
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2405492482825995,2,2,2,6,0.11708364453078958,-0.8330608514133367,0.3070397640943406,-1.2123067339715559
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.216165902285993,2,2,2,6,-0.5469947562365262,-0.9963095248472752,0.3070397640943406,-1.3958421469890134
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.929418925714293,1,4,1,3,0.049885234929335,-0.08710510752770123,-2.317408468384078,-0.37365186060011807
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.092018470752797,4,2,4,4,-1.0094779281994783,-0.13925398931909824,-2.317408468384078,-0.43228122864736146
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.040997692423491,4,5,4,4,-0.9106567376091039,-2.3839232490357523,0.3070397640943406,-0.3048260807185715
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.993876914941211,4,4,4,5,-0.5252540943066438,0.416244968893609,0.3070397640943406,0.1922489962037093
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.213517756996305,4,2,4,5,-1.0608649473064728,-0.39773105558950084,0.3070397640943406,-0.4985579055703322
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.126780577012009,4,4,4,6,1.5618494509620628,0.36863077247537696,0.3070397640943406,0.25597657016810427
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.311223910432456,4,2,2,6,0.5637554259992817,-0.5156328752917897,0.3070397640943406,-0.6489549801263044
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.267171728403014,0,2,4,6,-0.060794498531884296,-0.8421302221596666,0.3070397640943406,-1.222503145805859
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.330413773349191,2,2,2,7,0.1724235112613992,1.216616937257224,0.3070397640943406,1.0920823405809663
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97657921864011,4,4,4,4,-1.068770642553703,-0.2072742699165726,-1.005184352144869,-0.5087543174046354
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.919078092376074,4,4,4,5,-1.3158236190296388,-1.3454802985809768,-1.005184352144869,-0.8273921872266102
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.110421346473957,4,4,4,4,-0.5450183324247188,-0.2299476967823974,-2.317408468384078,0.1667579666179513
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.311753861055754,4,4,2,6,0.21590483512116396,1.2664984763620386,0.3070397640943406,1.148162605669634
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.250420002308894,2,2,2,6,0.45702854016167743,-0.7038223182781355,0.3070397640943406,-0.4654195671088468
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.075415558310823,4,5,4,5,0.06767304923560238,-2.3839232490357523,0.3070397640943406,0.9569798837764489
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.298634783124435,4,2,2,7,-0.5430419086129112,0.39583888471436673,1.61926388033355,0.1693070695765271
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.229169702539101,4,4,4,7,0.6270009879771213,-0.02588685498997431,-1.005184352144869,0.1693070695765271
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.3979400086720375,2,0,2,8,0.9708987312316242,0.0035885999355979117,0.3070397640943406,-0.2716877422570861
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,4,1,4,4,-0.8968217709264514,-0.9305565869363833,-1.005184352144869,-0.2869823600085409
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.060697840353612,4,4,4,5,-1.4067391143727832,-0.5949898693221765,-1.005184352144869,-0.944650923321097
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.060697840353612,4,4,1,5,0.03209742062306761,-0.5859204985758465,-2.317408468384078,-0.41443750793733086
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.278753600952829,4,2,4,6,0.678388007084116,1.7970566650223385,0.3070397640943406,1.7446526979763708
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13640344813399,4,4,4,6,0.7001286690139984,-0.13018461857276833,-1.005184352144869,0.1438160399907691
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2552725051033065,4,2,4,7,-0.1398514510041838,-1.5132636573880804,0.3070397640943406,-0.982887467699734
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.584297293785702,2,0,0,7,2.362301094744095,0.48199790680450094,1.61926388033355,0.31205683525677186
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.336459733848529,4,2,2,6,1.4986038889842233,1.7176996709919519,0.3070397640943406,2.8025304257853274
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.414137362184476,4,4,2,6,1.61916574150448,-0.053094967228964056,-1.005184352144869,0.7046186908774449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.2455126678141495,4,2,4,6,-0.08451158427357415,-0.7310304305171252,0.3070397640943406,-1.0975971008356449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.143014800254095,4,4,4,5,-0.8078826993951146,0.09201496471231459,-1.005184352144869,-0.17227272687262996
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.190331698170292,4,2,4,5,-0.7426607136054675,0.16683727336953638,0.3070397640943406,-0.08815232923962858
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.505149978319906,4,2,2,7,3.4019000197548337,1.4093410656167347,1.61926388033355,1.37503276898288
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.214817365869458,2,2,2,6,-0.08846443189718912,-0.7332977732037077,0.3070397640943406,-1.1001462037942207
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2552725051033065,4,4,4,6,-1.0134307758230932,-0.2571558090213871,0.3070397640943406,-0.43737943456451306
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4,4,4,4,-0.7466135612290824,-0.7242284024573777,-1.005184352144869,-0.9879856736168856
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.133538908370218,4,4,4,6,-0.8315997851368044,0.06480685247332484,-1.005184352144869,-0.20286196237553952
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.187238619831478,2,2,2,6,-0.5964053515317134,0.3346206321766398,0.3070397640943406,0.10048128969498055
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2576785748691846,4,2,4,6,0.16847066363778423,0.7041974900895839,0.3070397640943406,1.0869841346638147
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.926856708949693,4,4,4,6,-1.4759139477860452,-1.2049050520128632,-2.317408468384078,-1.630359619177987
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.107209969647869,4,2,4,6,-1.072723490177318,0.06027216710015988,0.3070397640943406,-0.513852523321787
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.939519252618618,4,4,4,5,-1.3059414999706014,-0.8602689636523265,-2.317408468384078,-0.8146466724337312
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.190331698170292,4,4,4,6,-0.3019182035723978,-0.8874770758913162,0.3070397640943406,-1.273485204977375
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.176091259055681,4,4,0,5,-0.8849632280556066,-0.09844182096061363,0.3070397640943406,-0.2716877422570861
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.354108439147401,4,4,2,7,1.2970086601798596,-0.28889860663354183,0.3070397640943406,0.1438160399907691
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38738982633873,2,2,2,6,1.0934370075636883,-0.1347193039459333,0.3070397640943406,-0.35070993397293587
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.178257320812189,4,4,2,5,-0.343423103620355,0.0262620268014227,0.3070397640943406,0.4267664683926828
